Total Keypoints train: 269

Detectado,Total keypoints object, coincidencias validas(antes de ransac), coincidencias validas (depues ransac), fps, fps_promedio
0,85,70,19,5.83292,12.0489
0,48,90,66,9.2477,12.0381
0,63,83,43,8.26044,12.0236
0,82,87,38,8.12513,12.0087
0,97,95,40,8.07683,11.9938
0,110,73,28,7.50795,11.9768
0,125,94,16,4.36064,11.9481
0,125,94,16,62.2476,12.1372
0,102,85,25,7.10177,12.1183
0,70,60,17,7.0795,12.0995
0,128,72,13,4.8944,12.0727
0,128,72,18,6.55398,12.0523
0,128,72,18,50.1052,12.1927
0,56,89,21,6.33236,12.1711
0,56,89,21,53.8823,12.3239
0,16,98,38,16.7721,12.3402
0,58,75,27,8.70655,12.327
0,48,76,15,3.80449,12.2961
0,162,86,15,4.48418,12.2679
1,279,85,17,4.04437,12.2383
0,68,76,27,11.0731,12.2341
0,98,92,16,5.24874,12.2092
0,98,92,16,59.9452,12.379
1,225,94,23,5.87816,12.356
0,225,94,23,57.402,12.5152
0,225,94,23,52.8037,12.657
0,225,94,23,46.6744,12.7764
0,225,94,23,53.7084,12.9195
0,225,94,23,51.7707,13.0549
0,225,94,23,54.8211,13.1999
0,225,94,23,26.5288,13.246
0,225,94,23,15.2765,13.253
0,225,94,23,17.0219,13.266
0,225,94,23,14.9665,13.2718
0,225,94,23,14.2104,13.275
0,225,94,23,16.8501,13.2872
0,225,94,23,14.5862,13.2916
0,225,94,23,15.9943,13.3007
0,225,94,23,16.5758,13.3117
0,225,94,23,14.233,13.3148
