detecMovimiento(preprocess),extraccion y descipcion, correspondencias, homografia, convexidad y vertices, warp perspective, fps, fpspromedio 
0.0016451,0,0,0,0,0,65.8633,49.2159
0.00158644,0,0,0,0,0,38.8002,49.0479
0.00315499,0,0,0,0,0,20.0848,48.5881
0.00182292,0,0,0,0,0,45.6667,48.5425
0.00172172,0,0,0,0,0,52.4852,48.6031
0.00173338,0,0,0,0,0,52.8656,48.6677
0.00166068,0,0,0,0,0,51.9566,48.7168
0.00171836,0,0,0,0,0,50.5972,48.7445
0.00158518,0,0,0,0,0,66.9471,49.0083
0.00171061,0,0,0,0,0,58.6854,49.1465
0.00168862,0,0,0,0,0,58.3085,49.2756
0.00175971,0,0,0,0,0,39.8123,49.1441
0.00196099,0,0,0,0,0,35.2821,48.9542
0.00170677,0,0,0,0,0,58.3223,49.0808
0.00160187,0,0,0,0,0,54.7824,49.1568
0.00199619,0,0,0,0,0,47.6306,49.1368
0.00186838,0,0,0,0,0,59.805,49.2753
0.00160215,0,0,0,0,0,53.186,49.3255
0.00354135,0,0,0,0,0,43.0198,49.2456
0.00206149,0,0,0,0,0,51.6635,49.2759
0.0020617,0,0,0,0,0,55.9121,49.3578
0.00223177,0,0,0,0,0,43.0331,49.2807
0.00212435,0,0,0,0,0,53.0334,49.3259
0.00218365,0,0,0,0,0,53.3708,49.374
0.00175713,0,0,0,0,0,49.0918,49.3707
0.00199955,0,0,0,0,0,47.5717,49.3498
0.00164398,0,0,0,0,0,52.345,49.3842
0.00208936,0,0,0,0,0,53.1658,49.4272
0.00171501,0,0,0,0,0,50.2083,49.436
0.00173799,0,0,0,0,0,53.7057,49.4834
0.00202371,0,0,0,0,0,52.8489,49.5204
0.00217526,0,0,0,0,0,45.6871,49.4787
0.00601358,0,0,0,0,0,43.2416,49.4117
0.00230377,0,0,0,0,0,54.3656,49.4644
0.00167583,0,0,0,0,0,53.7084,49.509
0.00199235,0,0,0,0,0,43.5026,49.4465
0.00165733,0,0,0,0,0,64.9394,49.6062
0.00213371,0,0,0,0,0,52.2167,49.6328
0.00179051,0,0,0,0,0,44.4481,49.5805
0.00176348,0,0,0,0,0,39.1727,49.4764
0.00215403,0,0,0,0,0,50.0705,49.4823
0.00208105,0,0,0,0,0,51.2063,49.4992
0.00237208,0,0,0,0,0,44.5459,49.4511
0.00158783,0,0,0,0,0,62.012,49.5718
0.00162694,0,0,0,0,0,50.236,49.5782
0.00191895,0,0,0,0,0,44.7087,49.5322
0.00183346,0,0,0,0,0,63.2434,49.6604
0.00203146,0,0,0,0,0,62.4069,49.7784
0.00735774,0,0,0,0,0,46.0109,49.7438
0.00181489,0,0,0,0,0,55.2398,49.7938
0.00242229,0,0,0,0,0,43.5405,49.7375
0.00185421,0,0,0,0,0,55.0268,49.7847
0.00166571,0,0,0,0,0,57.7068,49.8548
0.00252119,0,0,0,0,0,47.117,49.8308
0.00220446,0,0,0,0,0,42.1246,49.7638
0.00231334,0,0,0,0,0,50.7871,49.7726
0.00198181,0,0,0,0,0,26.9404,49.5774
0.00216311,0,0,0,0,0,43.9714,49.5299
0.00158727,0,0,0,0,0,61.3301,49.6291
0.00165767,0,0,0,0,0,56.4753,49.6861
0.00166068,0,0,0,0,0,55.857,49.7371
0.00162464,0,0,0,0,0,63.0675,49.8464
0.00170691,0,0,0,0,0,61.1852,49.9386
0.00162024,0,0,0,0,0,65.4705,50.0639
0.00199501,0,0,0,0,0,39.1161,49.9763
0.00169448,0,0,0,0,0,60.802,50.0622
0.00179673,0,0,0,0,0,52.1019,50.0783
0.00173436,0,0,0,0,0,65.6817,50.2002
0.00167891,0,0,0,0,0,50.1004,50.1994
0.00166515,0,0,0,0,0,53.3728,50.2238
0.00167855,0,0,0,0,0,53.4906,50.2487
0.0022502,0,0,0,0,0,43.2077,50.1954
0.00184729,0,0,0,0,0,60.2223,50.2708
0.00207749,0,0,0,0,0,42.834,50.2153
0.00210305,0,0,0,0,0,55.528,50.2546
0.00168317,0,0,0,0,0,55.3032,50.2918
0.0016312,0,0,0,0,0,56.715,50.3386
0.00160033,0,0,0,0,0,42.6242,50.2827
0.00178388,0,0,0,0,0,46.5594,50.256
0.00169259,0,0,0,0,0,43.6875,50.209
0.00247432,0,0,0,0,0,46.305,50.1813
0.00159349,0,0,0,0,0,61.8118,50.2633
0.00160529,0,0,0,0,0,56.6568,50.308
0.00165914,0,0,0,0,0,53.7235,50.3317
0.00188612,0,0,0,0,0,52.8623,50.3491
0.00212358,0,0,0,0,0,44.6749,50.3103
0.00165977,0,0,0,0,0,46.6117,50.2851
0.00166263,0,0,0,0,0,41.0357,50.2226
0.0016898,0,0,0,0,0,50.2637,50.2229
0.00171019,0,0,0,0,0,58.6928,50.2794
0.00215871,0,0,0,0,0,57.14,50.3248
0.0020939,0,0,0,0,0,58.0318,50.3755
0.00170964,0,0,0,0,0,56.5133,50.4156
0.00185134,0,0,0,0,0,59.3648,50.4737
0.00168309,0,0,0,0,0,57.3988,50.5184
0.0016217,0,0,0,0,0,54.2566,50.5424
0.00163665,0,0,0,0,0,28.3583,50.4011
0.00568163,0,0,0,0,0,39.2802,50.3307
0.00161263,0,0,0,0,0,57.2507,50.3742
0.00170321,0,0,0,0,0,52.955,50.3903
0.00164077,0,0,0,0,0,58.6616,50.4417
0.00225614,0,0,0,0,0,44.4764,50.4049
0.00181537,0,0,0,0,0,50.0854,50.4029
0.00167479,0,0,0,0,0,38.3272,50.3293
0.00178094,0,0,0,0,0,59.1405,50.3827
0.00212938,0,0,0,0,0,54.2804,50.4062
0.00196588,0,0,0,0,0,56.715,50.4439
0.00271311,0,0,0,0,0,44.8733,50.4108
0.00198858,0,0,0,0,0,48.4779,50.3994
0.00165565,0,0,0,0,0,55.3557,50.4285
0.00163749,0,0,0,0,0,59.1998,50.4798
0.00181866,0,0,0,0,0,57.5374,50.5208
0.00160404,0,0,0,0,0,55.2456,50.5481
0.00194696,0,0,0,0,0,36.948,50.47
0.0020631,0,0,0,0,0,29.7081,50.3513
0.00209432,0,0,0,0,0,50.5691,50.3526
0.00356252,0,0,0,0,0,47.3596,50.3357
0.00162736,0,0,0,0,0,52.7035,50.349
0.00171795,0,0,0,0,0,51.2194,50.3538
0.0015893,0,0,0,0,0,58.1291,50.397
0.00173373,0,0,0,0,0,59.2625,50.446
0.00158902,0,0,0,0,0,55.651,50.4746
0.00175475,0,0,0,0,0,50.6302,50.4755
0.00167856,0,0,0,0,0,51.5841,50.4815
0.00171976,0,0,0,0,0,58.1702,50.523
0.00223519,0,0,0,0,0,57.4059,50.5601
0.00209229,0,0,0,0,0,50.4056,50.5592
0.00162506,0,0,0,0,0,54.8311,50.5819
0.0022574,0,0,0,0,0,45.4505,50.5548
0.00196078,0,0,0,0,0,52.4662,50.5649
0.00237396,0,0,0,0,0,49.1954,50.5577
0.00164329,0,0,0,0,0,58.0518,50.5967
0.00199947,0,0,0,0,0,55.2267,50.6207
0.002407,0,0,0,0,0,48.9428,50.6121
0.00178918,0,0,0,0,0,52.2954,50.6207
0.00205221,0,0,0,0,0,45.4795,50.5945
0.00168694,0,0,0,0,0,56.3788,50.6238
0.00170272,0,0,0,0,0,57.87,50.6604
0.00170796,0,0,0,0,0,43.4557,50.6242
0.00174623,0,0,0,0,0,56.7765,50.655
0.00211548,0,0,0,0,0,51.6178,50.6598
0.00175943,0,0,0,0,0,45.4914,50.6342
0.00169015,0,0,0,0,0,62.5539,50.6929
0.00173443,0,0,0,0,0,55.8221,50.718
0.00171033,0,0,0,0,0,55.7072,50.7424
0.00158951,0,0,0,0,0,57.8804,50.777
0.00233576,0,0,0,0,0,47.7967,50.7626
0.00205996,0,0,0,0,0,50.3627,50.7607
0.00162904,0,0,0,0,0,61.6483,50.8128
0.00160976,0,0,0,0,0,63.8772,50.875
0.00168889,0,0,0,0,0,43.6738,50.8409
0.00166871,0,0,0,0,0,48.2137,50.8285
0.00196581,0,0,0,0,0,59.0522,50.8671
0.0019501,0,0,0,0,0,65.9596,50.9376
0.00159391,0,0,0,0,0,66.3089,51.0091
0.00166277,0,0,0,0,0,67.4586,51.0853
0.00174316,0,0,0,0,0,64.4782,51.147
0.00161458,0,0,0,0,0,66.4055,51.217
0.00158197,0,0,0,0,0,68.3568,51.2953
0.00158623,0,0,0,0,0,31.7298,51.2063
0.00182369,0,0,0,0,0,25.4213,51.0896
0.00159098,0,0,0,0,0,30.8425,50.9984
0.00163023,0,0,0,0,0,27.0184,50.8909
0.00157792,0,0,0,0,0,29.0209,50.7933
0.00163421,0,0,0,0,0,26.259,50.6842
0.0015907,0,0,0,0,0,30.3454,50.5942
0.00163211,0,0,0,0,0,26.5944,50.4885
0.00159042,0,0,0,0,0,30.7834,50.4021
0.00164468,0,0,0,0,0,29.9968,50.313
0.00195066,0,0,0,0,0,25.7566,50.2062
0.00163016,0.0115116,4.6025e-05,0.121961,0,0,21.6235,50.0825
0.00158232,0.0150755,4.5257e-05,0.121961,0,0,24.0454,49.9702
0.0015849,0.0201927,5.6781e-05,0.121961,0,0,25.7526,49.8663
0.00159398,0.0142071,4.2952e-05,0.121961,0,0,31.3776,49.7873
0.00158707,0.0105023,4.9308e-05,0.121961,0,0,33.2348,49.7169
0.00158113,0,0,0,0,0,37.1901,49.6638
0.00164406,0.0149675,6.7885e-05,0.121961,0,0,19.4401,49.5363
0.00227367,0,0,0,0,0,46.933,49.5253
0.00200122,0.00700651,7.2425e-05,0.121961,0,0,35.5365,49.4668
0.0016194,0,0,0,0,0,56.6086,49.4965
0.00167199,0,0,0,0,0,56.2111,49.5244
0.00170447,0.0365429,0.00115454,0.00646873,2.724e-06,0,16.3039,49.3871
0.00199878,0,0,0,0,0,56.0976,49.4147
0.00280844,0,0,0,0,0,50.6357,49.4198
0.00163169,0.00516166,7.885e-05,0.00646873,0,0,41.9041,49.3891
0.00171718,0,0,0,0,0,54.8067,49.4111
0.0016926,0.0193565,7.4869e-05,0.00646873,0,0,27.0871,49.3207
0.00159342,0.00961165,0.00013172,0.00646873,0,0,34.3219,49.2602
0.00178653,0.0174826,6.9771e-05,0.00646873,0,0,28.1889,49.1756
0.0018079,0.0305091,0.00102869,0.00809058,3.352e-06,0,17.4374,49.0487
0.00163134,0.0328272,0.000826496,0.00209495,3.143e-06,0,18.3412,48.9263
0.00158909,0.0309098,6.9631e-05,0.00209495,0,0,20.942,48.8153
0.00161703,0.0517243,0.00120867,0.00712559,2.444e-06,0,13.1201,48.6742
0.0016824,0.0453034,0.00147022,0.0363814,3.003e-06,0,9.79412,48.5211
0.00157449,0.0544066,0.00503469,0.139854,6.077e-06,0.00893524,4.43607,48.3482
0.00163211,0.0593047,0.0058512,0.122612,3.073e-06,0.00882935,4.64784,48.1775
0.0048802,0.0585795,0.00439907,0.122505,3.631e-06,0.00881916,4.65211,48.0082
0.00205863,0.079051,0.00540729,0.154827,2.933e-06,0.00895207,3.69352,47.8364
0.0016539,0.0659012,0.00608796,0.123103,3.701e-06,0.0088772,4.38776,47.6686
0.00171438,0.067328,0.00385969,0.123571,2.584e-06,0,4.57427,47.5029
0.0023734,0.0662699,0.00287402,0.121252,2.515e-06,0,4.68698,47.3389
0.00164392,0.0737347,0.00646427,0.0768075,3.422e-06,0.00917598,5.36009,47.1786
0.00164643,0.111497,0.00487385,0.124104,3.213e-06,0,3.79716,47.0137
0.00164587,0.0928571,0.0065962,0.0672363,3.423e-06,0.0089337,5.09139,46.8549
0.00155634,0.0671282,0.00334712,0.134862,2.933e-06,0,4.49946,46.6951
0.00162129,0.073297,0.00623638,0.0348262,3.632e-06,0.00898915,7.0363,46.546
0.0016502,0.0700872,0.00515838,0.0940178,3.283e-06,0.00893139,5.02149,46.3904
0.00161877,0.0722633,0.00570887,0.0235302,3.003e-06,0.00890667,7.74516,46.2462
0.00161263,0.0834989,0.00422586,0.123515,3.632e-06,0.00923255,4.1834,46.0899
0.00176998,0.0803675,0.00616758,0.0128009,2.934e-06,0.00880889,7.81042,45.9481
0.00166584,0.0787822,0.00589541,0.0175753,2.863e-06,0.00873675,7.73651,45.8071
0.00164405,0.0869194,0.00640099,0.00766322,2.584e-06,0.00938152,7.68669,45.6669
0.00158797,0.0919224,0.00319864,0.122577,2.654e-06,0,4.21534,45.5151
0.00160243,0.0999217,0.00416112,0.122496,2.863e-06,0,4.14175,45.3641
0.00171438,0.10935,0.00584645,0.116958,3.353e-06,0.00921697,3.83828,45.2131
0.00160669,0.098147,0.00329,0.14908,2.724e-06,0,3.70292,45.0627
0.00159244,0.120153,0.00622597,0.105073,3.772e-06,0,3.95557,44.9143
0.00201882,0.107289,0.00591189,0.105857,2.864e-06,0.00918707,4.02267,44.7672
0.00206813,0.102321,0.00551331,0.0657647,3.142e-06,0,5.19224,44.6254
0.00160494,0.109179,0.00686626,0.0228633,3.143e-06,0.00918107,6.02573,44.4875
0.00159091,0.118725,0.00574833,0.0987365,3.073e-06,0.009131,3.99442,44.3434
0.0015768,0.108414,0.00645079,0.0209412,3.212e-06,0.00915984,6.11812,44.2079
0.00159573,0.111577,0.00676444,0.00687821,3.073e-06,0.00915943,6.50754,44.0746
0.00327742,0.108562,0.00624538,0.0322705,3.213e-06,0.00914441,5.64191,43.9393
0.00155152,0.113172,0.00676528,0.0121235,2.933e-06,0.00916026,6.31916,43.8073
0.00159887,0.115897,0.00657525,0.0221331,3.073e-06,0,6.15036,43.6756
0.00185875,0.113102,0.00645344,0.018345,3.073e-06,0.00913274,6.06557,43.5446
0.00156898,0.10439,0.00637997,0.0556096,3.142e-06,0,5.41905,43.4122
0.00158204,0.0891935,0.00590072,0.0533196,3.212e-06,0.00959349,5.64401,43.2815
0.00174428,0.0887197,0.0061849,0.0576868,3.771e-06,0.00867871,5.5292,43.1514
0.00195876,0.0875584,0.00665577,0.0440963,3.353e-06,0.00891247,6.06973,43.0239
0.00176942,0.0915011,0.00687088,0.0225808,3.701e-06,0.00885617,6.7844,42.8998
0.00159272,0.0939343,0.00665975,0.0244926,3.562e-06,0.00893104,6.56892,42.7758
0.00193012,0.0992038,0.00626243,0.0353577,3.003e-06,0.00885485,5.8958,42.6504
0.0019795,0.101171,0.00655876,0.0734747,3.632e-06,0.00906004,4.74539,42.5219
0.00550688,0.109568,0.0069139,0.0272473,2.933e-06,0.00876112,5.654,42.3973
0.00155906,0.101756,0.00676095,0.013674,3.003e-06,0.00874869,6.73278,42.2773
0.00179777,0.107939,0.0065054,0.0475693,2.514e-06,0,5.55235,42.154
0.00200248,0.102833,0.00706071,0.0158232,3.282e-06,0.00876622,6.55175,42.0349
0.00159321,0.106633,0.00717776,0.0177249,3.422e-06,0,6.67219,41.9171
0.00162604,0.114097,0.00666653,0.0739633,4.051e-06,0.00878354,4.29058,41.7921
0.00162185,0.103515,0.0067057,0.121635,5.099e-06,0.00904747,3.81584,41.6663
0.00171474,0.123126,0.00682729,0.0813732,2.724e-06,0.00898776,4.18673,41.5426
0.0019957,0.0948519,0.0067629,0.0737225,3.282e-06,0.00898042,4.84736,41.4219
0.00559112,0.138743,0.00693806,0.123346,3.003e-06,0.00881057,3.32562,41.297
0.00224909,0.0896496,0.00688422,0.062815,4.051e-06,0.00941225,5.26865,41.1793
0.00162464,0.094714,0.00204927,0.0831272,2.934e-06,0,4.92593,41.0612
0.00159628,0.0932008,0.00271667,0.122425,3.143e-06,0,4.1866,40.9415
0.00193948,0.107026,0.00641196,0.0189429,2.654e-06,0.00915147,6.1453,40.8288
0.00171236,0.0989173,0.00676325,0.00892986,2.863e-06,0.00912659,6.8518,40.7192
0.00162506,0.0973396,0.00640714,0.0296278,2.863e-06,0.00916557,6.16724,40.6081
0.00192677,0.113587,0.00365268,0.121759,2.514e-06,0,3.84793,40.4903
0.00382135,0.101177,0.00314053,0.122024,2.863e-06,0,4.00495,40.3738
0.00198202,0.135654,0.00103267,0.00535072,2.445e-06,0,6.172,40.2648
0.00488949,0.123405,0.00326897,0.122182,3.073e-06,0,3.74907,40.1489
0.00158574,0.116931,0.000797164,0.00170992,2.096e-06,0,7.21438,40.0447
0.00199717,0.114393,0.0026425,0.0949447,2.793e-06,0,4.23508,39.9317
0.00188584,0.113902,4.4419e-05,0.0949447,0,0,7.66417,39.8303
0.00157177,0.0899085,0.00137063,0.00380319,3.073e-06,0,8.92738,39.7334
0.00201184,0.0898197,0.00124652,0.0344676,2.933e-06,0,6.93779,39.6309
0.00202406,0.0707988,4.9307e-05,0.0344676,0,0,11.2468,39.5425
0.00164971,0.118901,0.00645861,0.0428364,3.492e-06,0.00857178,5.12405,39.4356
0.00161933,0.0910869,0.00389048,0.122901,2.864e-06,0.00860733,4.06077,39.3261
0.00240127,0.101743,0.00513757,0.122893,3.073e-06,0.00855104,3.89748,39.2167
0.0016032,0.106904,0.00430869,0.0574234,3.422e-06,0.00859917,5.09163,39.1117
0.00217408,0.0925984,0.00323063,0.122299,3.282e-06,0,4.21282,39.0047
0.00159139,0.0966639,0.006498,0.0163713,3.213e-06,0.00859092,6.63425,38.9057
0.00161793,0.114389,0.00677652,0.00876329,2.863e-06,0.00860461,6.28607,38.8062
0.00158169,0.106229,0.00633457,0.035331,3.562e-06,0.00860223,5.73994,38.7057
0.00159957,0.119247,0.00631634,0.0907789,3.073e-06,0.00858897,4.10305,38.6009
0.00160383,0.109442,0.00651916,0.037977,3.143e-06,0.00859825,5.4433,38.5007
0.00164727,0.0200689,0.000782708,0.00688491,4.33e-06,0,20.2597,38.4457
0.0016231,0.120896,0.00247803,0.0726426,2.724e-06,0,4.62867,38.3442
0.0019531,0.128184,0.000973163,0.00287053,2.375e-06,0,6.6903,38.2494
0.00182362,0.140836,0.00253474,0.0792907,2.585e-06,0,4.14554,38.1476
0.0015958,0.144323,0.00534066,0.128354,3.632e-06,0.00890422,3.2706,38.0438
0.00164839,0.114236,0.00507806,0.123765,3.004e-06,0.0132937,3.6209,37.9417
0.00171655,0.121678,0.00611534,0.123543,3.003e-06,0.00869191,3.59099,37.84
0.00165474,0.0713873,0.0058049,0.0964499,3.283e-06,0.00867745,4.92761,37.7429
0.00162534,0.126781,0.00628226,0.0519306,3.422e-06,0.00889277,4.64251,37.6456
0.00169364,0.12281,0.0021965,0.0725262,2.724e-06,0,4.61455,37.5487
0.00389,0.114329,0.00519337,0.0634687,2.654e-06,0.0085472,4.71662,37.4527
0.00168421,0.111778,0.00503399,0.0610969,2.933e-06,0.0085574,4.90432,37.3578
0.00193194,0.0973862,0.00535575,0.0458242,2.933e-06,0.00855795,5.66001,37.2657
0.001747,0.111299,0.00496471,0.0485808,2.933e-06,0.00861655,5.18677,37.1727
0.00157254,0,0,0,0,0,50.5612,37.2114
0.00171879,0.0185683,7.0399e-05,0.0485808,0,0.0087232,19.3017,37.1598
0.00195527,0.0509298,0.00263196,0.122342,3.143e-06,0,5.15977,37.0678
0.00166661,0.035279,0.00266897,0.122775,2.724e-06,0,5.5571,36.9775
0.00197328,0,0,0,0,0,52.4085,37.0216
0.00205849,0,0,0,0,0,41.1033,37.0333
0.00200164,0,0,0,0,0,52.9296,37.0784
0.00185442,0,0,0,0,0,55.5898,37.1309
0.00163693,0.0252209,0.00152435,0.120024,2.654e-06,0,6.15161,37.0434
0.00221214,0,0,0,0,0,52.8123,37.0878
0.00163058,0,0,0,0,0,46.4018,37.1139
0.00169336,0,0,0,0,0,37.4378,37.1148
0.0015819,0,0,0,0,0,55.5802,37.1664
0.00164873,0,0,0,0,0,53.0649,37.2107
0.00183493,0,0,0,0,0,43.2019,37.2274
0.00167912,0.080865,0.00424277,0.122096,2.374e-06,0,4.4524,37.1366
0.00225153,0.098014,0.00161507,0.136987,2.794e-06,0,3.84673,37.0446
0.00161011,0.103616,0.00137496,0.0406886,2.794e-06,0,6.06597,36.9593
0.00170922,0.0997437,0.00241566,0.122316,2.864e-06,0,4.0851,36.8689
0.0173983,0.113978,0.00420086,0.0652582,2.934e-06,0.00871943,4.34081,36.7798
0.00159377,0.101737,0.00650917,0.139658,3.282e-06,0.0103738,3.60629,36.6892
0.00186692,0.158614,0.00669872,0.0908748,3.422e-06,0.00889591,3.47002,36.5987
0.00164915,0,0,0,0,0,60.9611,36.6649
0.00233297,0,0,0,0,0,41.5126,36.678
0.00166654,0,0,0,0,0,49.7758,36.7134
0.00166654,0,0,0,0,0,47.2656,36.7419
0.00160411,0,0,0,0,0,55.9756,36.7936
0.00251846,0,0,0,0,0,46.3004,36.819
0.00159607,0,0,0,0,0,56.8927,36.8727
0.00180015,0,0,0,0,0,44.232,36.8923
0.00200653,0,0,0,0,0,34.0867,36.8849
0.00160068,0,0,0,0,0,49.645,36.9187
0.00242327,0,0,0,0,0,47.4045,36.9465
0.00173583,0,0,0,0,0,44.3007,36.9659
0.0018769,0,0,0,0,0,47.4115,36.9934
0.00160634,0,0,0,0,0,53.2651,37.0361
0.00169448,0,0,0,0,0,46.7509,37.0615
0.00166054,0,0,0,0,0,53.1604,37.1035
0.00165104,0,0,0,0,0,45.1083,37.1244
0.00162659,0,0,0,0,0,48.5694,37.1541
0.00169762,0,0,0,0,0,52.4603,37.1938
0.00171061,0,0,0,0,0,54.2215,37.2378
0.00195589,0,0,0,0,0,57.6997,37.2905
0.00200108,0,0,0,0,0,54.3564,37.3344
0.00165327,0,0,0,0,0,47.0235,37.3592
0.00163602,0,0,0,0,0,57.9444,37.4119
0.00160124,0,0,0,0,0,48.1949,37.4394
0.00159509,0,0,0,0,0,60.8717,37.499
0.00236006,0,0,0,0,0,50.3095,37.5315
0.0015826,0,0,0,0,0,55.374,37.5767
0.00167443,0,0,0,0,0,43.4386,37.5915
0.00172954,0,0,0,0,0,47.3772,37.6161
0.00161814,0,0,0,0,0,33.1896,37.605
0.00241426,0,0,0,0,0,35.3884,37.5995
0.00158406,0,0,0,0,0,49.4997,37.6292
0.00166249,0,0,0,0,0,43.8689,37.6448
0.00162261,0,0,0,0,0,50.3826,37.6764
0.00163658,0,0,0,0,0,47.3799,37.7005
0.00166961,0,0,0,0,0,56.9182,37.7481
0.00158958,0,0,0,0,0,60.3063,37.8038
0.00168205,0.0117508,7.9618e-05,0.0908748,0,0.00893384,24.009,37.7698
0.00403792,0.0146221,0.000125644,0.0908748,0,0.00901639,21.2382,37.7292
0.00173478,0,0,0,0,0,50.2535,37.7599
0.00162408,0.0154184,7.8361e-05,0.0908748,0,0.00893684,22.0139,37.7214
0.00160976,0.0159445,0.000133885,0.0908748,0,0.00945569,22.1823,37.6835
0.00178311,0,0,0,0,0,38.5357,37.6856
0.00216486,0.0141095,6.2298e-05,0.0908748,0,0.0139781,20.0521,37.6428
0.00180434,0,0,0,0,0,52.3013,37.6783
0.00167388,0,0,0,0,0,47.5464,37.7021
0.00211101,0,0,0,0,0,50.8518,37.7338
0.00360819,0,0,0,0,0,43.395,37.7474
0.0016567,0,0,0,0,0,48.6353,37.7735
0.00159789,0.0135407,0.000130532,0.0908748,0,0.012365,22.0385,37.7359
0.00183626,0,0,0,0,0,37.6593,37.7357
0.00202119,0,0,0,0,0,47.4361,37.7588
0.00211318,0,0,0,0,0,36.0701,37.7548
0.00167381,0,0,0,0,0,46.6677,37.7759
0.00175741,0.0161945,7.3682e-05,0.0908748,0,0.0185833,18.9988,37.7315
0.00175412,0,0,0,0,0,54.8914,37.772
0.00205961,0.115433,0.00645449,0.125803,3.562e-06,0.00880561,3.53832,37.6914
0.00161319,0.0518919,0.00538781,0.124068,3.283e-06,0.00883166,4.74426,37.6141
0.00161277,0.0359952,0.00315737,0.122537,2.724e-06,0,5.09025,37.5379
0.00169294,0.0992696,0.00405294,0.121861,2.724e-06,0,4.0877,37.4598
0.00160425,0.108221,0.00394468,0.121996,2.374e-06,0,3.99248,37.3817
0.00162834,0.110704,0.00664061,0.0467814,3.073e-06,0.00926496,5.21282,37.3069
0.00187334,0.112534,0.00718963,0.0386581,3.492e-06,0.00873445,5.39223,37.2329
0.00186392,0.116686,0.00627514,0.106376,3.143e-06,0.00871133,3.89879,37.1557
0.00194591,0.117123,0.00657483,0.0332982,3.282e-06,0.00871803,5.32305,37.0822
0.00206205,0,0,0,0,0,50.3451,37.1128
0.00165474,0.0899998,0.00648473,0.0424286,3.143e-06,0.00870078,5.94089,37.0411
0.0021731,0.136129,0.00323245,0.121853,3.283e-06,0,3.52611,36.9642
0.0015937,0.126518,0.000807361,0.00186762,2.235e-06,0,6.80814,36.8952
0.00173548,0.116188,0.00393009,0.123392,3.073e-06,0.00882796,3.68388,36.8194
0.00163917,0.10374,0.00153161,0.0769997,2.654e-06,0,4.94494,36.7468
